ID,2022_Value,ActivityMetric,AMKEY,group,query,Value
143_X_Tongaat,0.0,Infrastructure development in host communities,143.0,Tongaat,Infrastructure development in host communities in Tongaat company in the year ,
143_X_Uct1&2,0.0,Infrastructure development in host communities,143.0,Uct1&2,Infrastructure development in host communities in Uct1&2 company in the year ,
144_X_Absa,0.0,Insurance expenditure per income statement,144.0,Absa,Insurance expenditure per income statement in Absa company in the year ,
144_X_Clicks,0.0,Insurance expenditure per income statement,144.0,Clicks,Insurance expenditure per income statement in Clicks company in the year ,
144_X_Distell,0.0,Insurance expenditure per income statement,144.0,Distell,Insurance expenditure per income statement in Distell company in the year ,
144_X_Impala,0.0,Insurance expenditure per income statement,144.0,Impala,Insurance expenditure per income statement in Impala company in the year ,
144_X_Oceana1&2,0.0,Insurance expenditure per income statement,144.0,Oceana1&2,Insurance expenditure per income statement in Oceana1&2 company in the year ,
144_X_Picknpay,0.0,Insurance expenditure per income statement,144.0,Picknpay,Insurance expenditure per income statement in Picknpay company in the year ,
144_X_Sasol,0.0,Insurance expenditure per income statement,144.0,Sasol,Insurance expenditure per income statement in Sasol company in the year ,
144_X_Ssw,0.0,Insurance expenditure per income statement,144.0,Ssw,Insurance expenditure per income statement in Ssw company in the year ,
144_X_Tongaat,0.0,Insurance expenditure per income statement,144.0,Tongaat,Insurance expenditure per income statement in Tongaat company in the year ,
144_X_Uct1&2,0.0,Insurance expenditure per income statement,144.0,Uct1&2,Insurance expenditure per income statement in Uct1&2 company in the year ,
145_X_Absa,0.0,Investment in water and sanitation infrastructure,145.0,Absa,Investment in water and sanitation infrastructure in Absa company in the year ,
145_X_Clicks,0.0,Investment in water and sanitation infrastructure,145.0,Clicks,Investment in water and sanitation infrastructure in Clicks company in the year ,
145_X_Distell,0.0,Investment in water and sanitation infrastructure,145.0,Distell,Investment in water and sanitation infrastructure in Distell company in the year ,
145_X_Impala,0.0,Investment in water and sanitation infrastructure,145.0,Impala,Investment in water and sanitation infrastructure in Impala company in the year ,
145_X_Oceana1&2,0.0,Investment in water and sanitation infrastructure,145.0,Oceana1&2,Investment in water and sanitation infrastructure in Oceana1&2 company in the year ,
145_X_Picknpay,0.0,Investment in water and sanitation infrastructure,145.0,Picknpay,Investment in water and sanitation infrastructure in Picknpay company in the year ,
145_X_Sasol,0.0,Investment in water and sanitation infrastructure,145.0,Sasol,Investment in water and sanitation infrastructure in Sasol company in the year ,
145_X_Ssw,0.0,Investment in water and sanitation infrastructure,145.0,Ssw,Investment in water and sanitation infrastructure in Ssw company in the year ,
145_X_Tongaat,0.0,Investment in water and sanitation infrastructure,145.0,Tongaat,Investment in water and sanitation infrastructure in Tongaat company in the year ,
145_X_Uct1&2,0.0,Investment in water and sanitation infrastructure,145.0,Uct1&2,Investment in water and sanitation infrastructure in Uct1&2 company in the year ,
146_X_Absa,0.0,Total spend directed towards impact investments,146.0,Absa,Total spend directed towards impact investments in Absa company in the year ,
146_X_Clicks,0.0,Total spend directed towards impact investments,146.0,Clicks,Total spend directed towards impact investments in Clicks company in the year ,
146_X_Distell,0.0,Total spend directed towards impact investments,146.0,Distell,Total spend directed towards impact investments in Distell company in the year ,
146_X_Impala,0.0,Total spend directed towards impact investments,146.0,Impala,Total spend directed towards impact investments in Impala company in the year ,
146_X_Oceana1&2,0.0,Total spend directed towards impact investments,146.0,Oceana1&2,Total spend directed towards impact investments in Oceana1&2 company in the year ,
146_X_Picknpay,0.0,Total spend directed towards impact investments,146.0,Picknpay,Total spend directed towards impact investments in Picknpay company in the year ,
146_X_Sasol,0.0,Total spend directed towards impact investments,146.0,Sasol,Total spend directed towards impact investments in Sasol company in the year ,
146_X_Ssw,0.0,Total spend directed towards impact investments,146.0,Ssw,Total spend directed towards impact investments in Ssw company in the year ,
146_X_Tongaat,0.0,Total spend directed towards impact investments,146.0,Tongaat,Total spend directed towards impact investments in Tongaat company in the year ,
146_X_Uct1&2,0.0,Total spend directed towards impact investments,146.0,Uct1&2,Total spend directed towards impact investments in Uct1&2 company in the year ,
148_X_Absa,0.0,Involuntary turnover rate for all employees,148.0,Absa,Involuntary turnover rate for all employees in Absa company in the year ,
148_X_Clicks,0.0,Involuntary turnover rate for all employees,148.0,Clicks,Involuntary turnover rate for all employees in Clicks company in the year ,
148_X_Distell,0.0,Involuntary turnover rate for all employees,148.0,Distell,Involuntary turnover rate for all employees in Distell company in the year ,
148_X_Impala,0.0,Involuntary turnover rate for all employees,148.0,Impala,Involuntary turnover rate for all employees in Impala company in the year ,
148_X_Oceana1&2,0.0,Involuntary turnover rate for all employees,148.0,Oceana1&2,Involuntary turnover rate for all employees in Oceana1&2 company in the year ,
148_X_Picknpay,0.0,Involuntary turnover rate for all employees,148.0,Picknpay,Involuntary turnover rate for all employees in Picknpay company in the year ,
148_X_Sasol,0.0,Involuntary turnover rate for all employees,148.0,Sasol,Involuntary turnover rate for all employees in Sasol company in the year ,
148_X_Ssw,0.0,Involuntary turnover rate for all employees,148.0,Ssw,Involuntary turnover rate for all employees in Ssw company in the year ,
148_X_Tongaat,0.0,Involuntary turnover rate for all employees,148.0,Tongaat,Involuntary turnover rate for all employees in Tongaat company in the year ,
148_X_Uct1&2,0.0,Involuntary turnover rate for all employees,148.0,Uct1&2,Involuntary turnover rate for all employees in Uct1&2 company in the year ,
14_X_Absa,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Absa,"Amount of assets under management, by asset class, that employ integration of environmental issues in Absa company in the year ",
14_X_Clicks,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Clicks,"Amount of assets under management, by asset class, that employ integration of environmental issues in Clicks company in the year ",
14_X_Distell,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Distell,"Amount of assets under management, by asset class, that employ integration of environmental issues in Distell company in the year ",
14_X_Impala,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Impala,"Amount of assets under management, by asset class, that employ integration of environmental issues in Impala company in the year ",
14_X_Oceana1&2,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Oceana1&2,"Amount of assets under management, by asset class, that employ integration of environmental issues in Oceana1&2 company in the year ",
14_X_Picknpay,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Picknpay,"Amount of assets under management, by asset class, that employ integration of environmental issues in Picknpay company in the year ",
14_X_Sasol,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Sasol,"Amount of assets under management, by asset class, that employ integration of environmental issues in Sasol company in the year ",
14_X_Ssw,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Ssw,"Amount of assets under management, by asset class, that employ integration of environmental issues in Ssw company in the year ",
14_X_Tongaat,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Tongaat,"Amount of assets under management, by asset class, that employ integration of environmental issues in Tongaat company in the year ",
14_X_Uct1&2,0.0,"Amount of assets under management, by asset class, that employ integration of environmental issues",14.0,Uct1&2,"Amount of assets under management, by asset class, that employ integration of environmental issues in Uct1&2 company in the year ",
150_X_Absa,0.0,Legal fees per income statement,150.0,Absa,Legal fees per income statement in Absa company in the year ,
150_X_Clicks,0.0,Legal fees per income statement,150.0,Clicks,Legal fees per income statement in Clicks company in the year ,
150_X_Distell,0.0,Legal fees per income statement,150.0,Distell,Legal fees per income statement in Distell company in the year ,
150_X_Impala,0.0,Legal fees per income statement,150.0,Impala,Legal fees per income statement in Impala company in the year ,
150_X_Oceana1&2,0.0,Legal fees per income statement,150.0,Oceana1&2,Legal fees per income statement in Oceana1&2 company in the year ,
150_X_Picknpay,0.0,Legal fees per income statement,150.0,Picknpay,Legal fees per income statement in Picknpay company in the year ,
150_X_Sasol,0.0,Legal fees per income statement,150.0,Sasol,Legal fees per income statement in Sasol company in the year ,
150_X_Ssw,0.0,Legal fees per income statement,150.0,Ssw,Legal fees per income statement in Ssw company in the year ,
150_X_Tongaat,0.0,Legal fees per income statement,150.0,Tongaat,Legal fees per income statement in Tongaat company in the year ,
150_X_Uct1&2,0.0,Legal fees per income statement,150.0,Uct1&2,Legal fees per income statement in Uct1&2 company in the year ,
151_X_Clicks,0.0,Lost-time injury frequency rate (LTIFR),151.0,Clicks,Lost-time injury frequency rate (LTIFR) in Clicks company in the year ,
151_X_Picknpay,0.0,Lost-time injury frequency rate (LTIFR),151.0,Picknpay,Lost-time injury frequency rate (LTIFR) in Picknpay company in the year ,
151_X_Uct1&2,0.0,Lost-time injury frequency rate (LTIFR),151.0,Uct1&2,Lost-time injury frequency rate (LTIFR) in Uct1&2 company in the year ,
153_X_Absa,0.0,Maintenance costs per income statement,153.0,Absa,Maintenance costs per income statement in Absa company in the year ,
153_X_Clicks,0.0,Maintenance costs per income statement,153.0,Clicks,Maintenance costs per income statement in Clicks company in the year ,
